BioWare Version 5.4.8.0 Export
Device:	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)	SB3 LHand 9281CA (SN>616901)
Samples (#):	15000	15000	15000	15000
Rate (Hz):	1000.000000	1000.000000	1000.000000	1000.000000
Contact period start (sample #):	0	0	0	0
Contact period end (sample #):	7741	7741	7741	7741
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	7.741000	7.741000	7.741000	7.741000
First sample time (s):	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	0.551102	0.551102	0.551102	0.551102
Normalized length (m):	1.000000	1.000000	1.000000	1.000000
abs time (s)	Fx	Fy	Fz	Ax
	N	N	N	m
0.287000	36.089437	6.672601	215.051690	0.106455
0.288000	35.707967	6.748895	217.431505	0.107904
0.289000	35.822408	6.901483	221.866227	0.105442
0.290000	35.250203	6.977777	224.564569	0.106167
0.291000	35.059468	7.054071	227.893429	0.106910
0.292000	34.677999	7.359247	231.220958	0.105464
0.293000	34.449117	7.664423	234.229642	0.106181
0.294000	33.876912	7.702569	239.465538	0.105658
0.295000	33.342854	7.702569	242.623142	0.107391
0.296000	33.152120	7.931451	245.957916	0.106615
0.297000	32.732503	7.931451	249.759496	0.106862
0.298000	32.274739	8.198480	255.623955	0.106273
0.299000	31.778829	8.618097	260.854255	0.105342
0.300000	31.206624	8.694391	266.545474	0.105723
0.301000	30.710713	8.999566	270.510467	0.105640
0.302000	30.138509	9.114007	276.057691	0.106180
0.303000	29.642599	9.266595	282.387647	0.106077
0.304000	29.146688	9.457330	287.779060	0.106247
0.305000	28.841512	9.724359	293.317079	0.106337
0.306000	27.964132	9.838800	300.133568	0.105697
0.307000	27.735250	10.220269	307.099655	0.105310
0.308000	27.010458	10.143975	313.912563	0.105797
0.309000	26.361959	10.411004	319.448268	0.105408
0.310000	25.484579	10.830621	327.525157	0.105364
0.311000	24.874227	11.250238	334.172379	0.105183
0.312000	24.454610	11.364679	343.517591	0.104651
0.313000	23.806112	11.402826	349.533265	0.105180
0.314000	23.005025	11.479120	356.969128	0.104870
0.315000	22.394674	11.669854	363.773159	0.105432
0.316000	21.898763	11.708001	372.956269	0.104727
0.317000	21.631734	11.555413	381.660076	0.104013
0.318000	20.754354	11.860589	389.566723	0.104571
0.319000	20.220297	11.975030	398.115375	0.104001
0.320000	19.724386	12.280206	404.763892	0.103750
0.321000	19.190328	12.432794	412.199111	0.104286
0.322000	18.236654	12.737970	422.329330	0.103109
0.323000	17.855184	12.280206	429.608051	0.103409
0.324000	17.168539	12.280206	438.941411	0.102710
0.325000	16.672628	12.051324	445.426530	0.102788
0.326000	15.985982	12.089471	453.977802	0.102150
0.327000	15.184895	12.776117	462.212840	0.101795
0.328000	14.536396	13.310174	469.172364	0.101924
0.329000	13.735309	13.577203	478.359086	0.101470
0.330000	12.552753	14.073114	486.117098	0.100988
0.331000	11.446491	14.111261	493.871510	0.100695
0.332000	11.141315	14.111261	500.044973	0.100232
0.333000	11.179462	13.157587	508.749147	0.100477
0.334000	11.065021	12.966852	518.561136	0.099573
0.335000	11.065021	12.318353	526.316208	0.099690
0.336000	10.416523	12.776117	532.167521	0.099766
0.337000	9.958759	13.386468	539.933105	0.099360
0.338000	10.073200	13.310174	548.334780	0.098713
0.339000	10.569110	13.233880	557.513971	0.098645
0.340000	10.874286	12.928705	566.364096	0.098590
0.341000	10.416523	12.089471	573.490284	0.098637
0.342000	10.454669	12.165765	582.035322	0.098288
0.343000	10.645404	11.135797	588.361971	0.097889
0.344000	10.530963	11.364679	597.230812	0.097513
0.345000	10.683551	11.555415	604.038761	0.097927
0.346000	10.530963	11.860590	612.593645	0.097475
0.347000	10.721698	12.318354	622.414856	0.097073
0.348000	10.797992	12.394648	631.277807	0.096782
0.349000	11.141315	11.288386	639.029905	0.096556
0.350000	10.797992	10.830622	647.416159	0.096550
0.351000	10.836139	10.830622	654.848402	0.096601
0.352000	10.454669	10.182124	664.042336	0.095739
0.353000	10.302082	9.991389	671.002831	0.095345
0.354000	9.310260	10.487299	680.187912	0.095189
0.355000	9.920612	10.678034	689.852982	0.094884
0.356000	10.263935	10.601740	700.298798	0.095069
